;Indice;Domanda ChatGTP;Risposta ChatGTP;Valutazione ChatGTP
703;35;What are the terms of cancellation for the accommodation service, and how can it be done without a penalty?;The accommodation service can be canceled free of any penalty in writing 24 hours prior to arrival, and specific conditions apply for group bookings.;G
704;35;How are hotel room prices (Rack Rate) displayed, and can the Service Provider change them without notice?;Hotel room prices (Rack Rate) are posted in the rooms or at the hotel reception, and the Service Provider is free to change them without prior notice.;G
705;35;How does the Service Provider demand payment for its services, and what forms of payment are accepted?;The Service Provider demands payment of the counter-value of its services prior to use, and various forms of payment, including credit card guarantee, are accepted.;G
706;35;What are the check-in and check-out times for hotel rooms, and what happens in case of early check-in or late check-out?;Guests may occupy the hotel room after 14:00 hours on the day of arrival and must leave it until 12:00 hours on the last day of stay;G
707;35;What rights does the Guest have under the contract, and what can they complain about during their stay?;Under the contract, the Guest is entitled to the proper use of the room and facilities, and they can make complaints about the services during their stay.;G
708;35;When is the Guest liable for damages, and what liabilities does the Guest have for children under 14 years old?;The Guest is liable for damages caused by them, and they must ensure that children under 14 years old stay under adult supervision.;G
709;35;What rights does the Service Provider have in case of non-payment by the Guest, and how is it secured?;In case of non-payment by the Guest, the Service Provider has a lien upon the Guest's personal belongings to secure its claims.;G
710;35;What is the governing law applicable to the legal relationship between the Service Provider and the Contracting Party, and how are disputes settled?;The governing law applicable to the legal relationship between the Service Provider and the Contracting Party is the Hungarian Civil Code, and disputes are settled by the court having jurisdiction at the place of service provision.;G
711;35;What obligations does the Service Provider have in case it cannot render the services covered by the contract?;If the Service Provider cannot render the services covered by the contract, it must arrange for accommodating the Guest in a hotel of similar category without delay.;G
712;35;What obligations does the Contracting Party have regarding the settlement of the counter-value of services?;The Contracting Party is liable to settle the counter-value of the services ordered in the Contract by the specified deadline.;G
713;36;Under what circumstances can the Company cancel a reservation made by the Guest?;The Company can cancel a reservation if the required accommodation or resources are not available due to reasons beyond its control or if the Guest has not paid in full in advance and does not arrive by the specified time.;G
714;36;What are the rules regarding smoking on the Estate and in Hotel rooms?;Smoking is not permitted anywhere on the Estate or in any Hotel rooms, including the smoking of e-cigarettes.;G
